"Regio's";"Woningtype";"Perioden";"Beginstand woningvoorraad (aantal)"
"Capelle aan den IJssel";"Vrijstaande woning";"2021";"     573"
"Capelle aan den IJssel";"2-onder-1-kapwoning";"2021";"     704"
"Capelle aan den IJssel";"Hoekwoning";"2021";"    3159"
"Capelle aan den IJssel";"Tussenwoning";"2021";"    9553"
"Capelle aan den IJssel";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Castricum";"Totaal woningen";"2021";"   16231"
"Castricum";"Meergezinswoningen totaal";"2021";"    3683"
"Castricum";"Eengezinswoningen totaal";"2021";"   12548"
"Castricum";"Vrijstaande woning";"2021";"    2508"
"Castricum";"2-onder-1-kapwoning";"2021";"    1844"
"Castricum";"Hoekwoning";"2021";"    2640"
"Castricum";"Tussenwoning";"2021";"    5552"
"Castricum";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Coevorden";"Totaal woningen";"2021";"   15580"
"Coevorden";"Meergezinswoningen totaal";"2021";"    2055"
"Coevorden";"Eengezinswoningen totaal";"2021";"   13525"
"Coevorden";"Vrijstaande woning";"2021";"    5736"
"Coevorden";"2-onder-1-kapwoning";"2021";"    3459"
"Coevorden";"Hoekwoning";"2021";"    1700"
"Coevorden";"Tussenwoning";"2021";"    2619"
"Coevorden";"Onbekend woningtype eengezinswoning";"2021";"      11"
"Cranendonck";"Totaal woningen";"2021";"    9044"
"Cranendonck";"Meergezinswoningen totaal";"2021";"     819"
"Cranendonck";"Eengezinswoningen totaal";"2021";"    8225"
"Cranendonck";"Vrijstaande woning";"2021";"    3018"
"Cranendonck";"2-onder-1-kapwoning";"2021";"    1769"
"Cranendonck";"Hoekwoning";"2021";"    1365"
"Cranendonck";"Tussenwoning";"2021";"    2069"
"Cranendonck";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Cuijk";"Totaal woningen";"2021";"   11335"
"Cuijk";"Meergezinswoningen totaal";"2021";"    2393"
"Cuijk";"Eengezinswoningen totaal";"2021";"    8942"
"Cuijk";"Vrijstaande woning";"2021";"    2217"
"Cuijk";"2-onder-1-kapwoning";"2021";"    1387"
"Cuijk";"Hoekwoning";"2021";"    1849"
"Cuijk";"Tussenwoning";"2021";"    3488"
"Cuijk";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Culemborg";"Totaal woningen";"2021";"   12729"
"Culemborg";"Meergezinswoningen totaal";"2021";"    3176"
"Culemborg";"Eengezinswoningen totaal";"2021";"    9553"
"Culemborg";"Vrijstaande woning";"2021";"     986"
"Culemborg";"2-onder-1-kapwoning";"2021";"    1019"
"Culemborg";"Hoekwoning";"2021";"    2395"
"Culemborg";"Tussenwoning";"2021";"    5153"
"Culemborg";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Dalfsen";"Totaal woningen";"2021";"   12056"
"Dalfsen";"Meergezinswoningen totaal";"2021";"    1584"
"Dalfsen";"Eengezinswoningen totaal";"2021";"   10472"
"Dalfsen";"Vrijstaande woning";"2021";"    4354"
"Dalfsen";"2-onder-1-kapwoning";"2021";"    2521"
"Dalfsen";"Hoekwoning";"2021";"    1469"
"Dalfsen";"Tussenwoning";"2021";"    2127"
"Dalfsen";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Dantumadiel";"Totaal woningen";"2021";"    8202"
"Dantumadiel";"Meergezinswoningen totaal";"2021";"     800"
"Dantumadiel";"Eengezinswoningen totaal";"2021";"    7402"
"Dantumadiel";"Vrijstaande woning";"2021";"    4143"
"Dantumadiel";"2-onder-1-kapwoning";"2021";"    1147"
"Dantumadiel";"Hoekwoning";"2021";"     904"
"Dantumadiel";"Tussenwoning";"2021";"    1195"
"Dantumadiel";"Onbekend woningtype eengezinswoning";"2021";"      13"
"Delft";"Totaal woningen";"2021";"   51495"
"Delft";"Meergezinswoningen totaal";"2021";"   34233"
"Delft";"Eengezinswoningen totaal";"2021";"   17262"
"Delft";"Vrijstaande woning";"2021";"     385"
"Delft";"2-onder-1-kapwoning";"2021";"     559"
"Delft";"Hoekwoning";"2021";"    3336"
"Delft";"Tussenwoning";"2021";"   12949"
"Delft";"Onbekend woningtype eengezinswoning";"2021";"      33"
"Deurne";"Totaal woningen";"2021";"   14052"
"Deurne";"Meergezinswoningen totaal";"2021";"    2014"
"Deurne";"Eengezinswoningen totaal";"2021";"   12038"
"Deurne";"Vrijstaande woning";"2021";"    4094"
"Deurne";"2-onder-1-kapwoning";"2021";"    2183"
"Deurne";"Hoekwoning";"2021";"    2162"
"Deurne";"Tussenwoning";"2021";"    3593"
"Deurne";"Onbekend woningtype eengezinswoning";"2021";"       6"
"Deventer";"Totaal woningen";"2021";"   46224"
"Deventer";"Meergezinswoningen totaal";"2021";"   15121"
"Deventer";"Eengezinswoningen totaal";"2021";"   31103"
"Deventer";"Vrijstaande woning";"2021";"    4254"
"Deventer";"2-onder-1-kapwoning";"2021";"    3598"
"Deventer";"Hoekwoning";"2021";"    6674"
"Deventer";"Tussenwoning";"2021";"   16568"
"Deventer";"Onbekend woningtype eengezinswoning";"2021";"       9"
"Diemen";"Totaal woningen";"2021";"   15467"
"Diemen";"Meergezinswoningen totaal";"2021";"    9736"
"Diemen";"Eengezinswoningen totaal";"2021";"    5731"
"Diemen";"Vrijstaande woning";"2021";"     156"
"Diemen";"2-onder-1-kapwoning";"2021";"     174"
"Diemen";"Hoekwoning";"2021";"    1409"
"Diemen";"Tussenwoning";"2021";"    3991"
"Diemen";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Dijk en Waard";"Totaal woningen";"2021";""
"Dijk en Waard";"Meergezinswoningen totaal";"2021";""
"Dijk en Waard";"Eengezinswoningen totaal";"2021";""
"Dijk en Waard";"Vrijstaande woning";"2021";""
"Dijk en Waard";"2-onder-1-kapwoning";"2021";""
"Dijk en Waard";"Hoekwoning";"2021";""
"Dijk en Waard";"Tussenwoning";"2021";""
"Dijk en Waard";"Onbekend woningtype eengezinswoning";"2021";""
"Dinkelland";"Totaal woningen";"2021";"   11047"
"Dinkelland";"Meergezinswoningen totaal";"2021";"    1615"
"Dinkelland";"Eengezinswoningen totaal";"2021";"    9432"
"Dinkelland";"Vrijstaande woning";"2021";"    4704"
"Dinkelland";"2-onder-1-kapwoning";"2021";"    2392"
"Dinkelland";"Hoekwoning";"2021";"    1062"
"Dinkelland";"Tussenwoning";"2021";"    1273"
"Dinkelland";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Doesburg";"Totaal woningen";"2021";"    5313"
"Doesburg";"Meergezinswoningen totaal";"2021";"    1159"
"Doesburg";"Eengezinswoningen totaal";"2021";"    4154"
"Doesburg";"Vrijstaande woning";"2021";"     439"
"Doesburg";"2-onder-1-kapwoning";"2021";"     477"
"Doesburg";"Hoekwoning";"2021";"    1086"
"Doesburg";"Tussenwoning";"2021";"    2152"
"Doesburg";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Doetinchem";"Totaal woningen";"2021";"   26509"
"Doetinchem";"Meergezinswoningen totaal";"2021";"    6612"
"Doetinchem";"Eengezinswoningen totaal";"2021";"   19897"
"Doetinchem";"Vrijstaande woning";"2021";"    4208"
"Doetinchem";"2-onder-1-kapwoning";"2021";"    3542"
"Doetinchem";"Hoekwoning";"2021";"    4097"
"Doetinchem";"Tussenwoning";"2021";"    8047"
"Doetinchem";"Onbekend woningtype eengezinswoning";"2021";"       3"
"Dongen";"Totaal woningen";"2021";"   11456"
"Dongen";"Meergezinswoningen totaal";"2021";"    1791"
"Dongen";"Eengezinswoningen totaal";"2021";"    9665"
"Dongen";"Vrijstaande woning";"2021";"    1990"
"Dongen";"2-onder-1-kapwoning";"2021";"    1481"
"Dongen";"Hoekwoning";"2021";"    1993"
"Dongen";"Tussenwoning";"2021";"    4194"
"Dongen";"Onbekend woningtype eengezinswoning";"2021";"       7"
"Dordrecht";"Totaal woningen";"2021";"   55813"
"Dordrecht";"Meergezinswoningen totaal";"2021";"   24565"
"Dordrecht";"Eengezinswoningen totaal";"2021";"   31248"
"Dordrecht";"Vrijstaande woning";"2021";"    1499"
"Dordrecht";"2-onder-1-kapwoning";"2021";"    2062"
"Dordrecht";"Hoekwoning";"2021";"    6737"
"Dordrecht";"Tussenwoning";"2021";"   20923"
"Dordrecht";"Onbekend woningtype eengezinswoning";"2021";"      27"
"Drechterland";"Totaal woningen";"2021";"    8410"
"Drechterland";"Meergezinswoningen totaal";"2021";"     967"
"Drechterland";"Eengezinswoningen totaal";"2021";"    7443"
"Drechterland";"Vrijstaande woning";"2021";"    2985"
"Drechterland";"2-onder-1-kapwoning";"2021";"    1045"
"Drechterland";"Hoekwoning";"2021";"    1200"
"Drechterland";"Tussenwoning";"2021";"    2207"
"Drechterland";"Onbekend woningtype eengezinswoning";"2021";"       6"
"Drimmelen";"Totaal woningen";"2021";"   11845"
"Drimmelen";"Meergezinswoningen totaal";"2021";"    1558"
"Drimmelen";"Eengezinswoningen totaal";"2021";"   10287"
"Drimmelen";"Vrijstaande woning";"2021";"    3158"
"Drimmelen";"2-onder-1-kapwoning";"2021";"    1932"
"Drimmelen";"Hoekwoning";"2021";"    1882"
"Drimmelen";"Tussenwoning";"2021";"    3308"
"Drimmelen";"Onbekend woningtype eengezinswoning";"2021";"       7"
"Dronten";"Totaal woningen";"2021";"   17730"
"Dronten";"Meergezinswoningen totaal";"2021";"    2327"
"Dronten";"Eengezinswoningen totaal";"2021";"   15403"
"Dronten";"Vrijstaande woning";"2021";"    3801"
"Dronten";"2-onder-1-kapwoning";"2021";"    1855"
"Dronten";"Hoekwoning";"2021";"    2879"
"Dronten";"Tussenwoning";"2021";"    6843"
"Dronten";"Onbekend woningtype eengezinswoning";"2021";"      25"
"Druten";"Totaal woningen";"2021";"    8202"
"Druten";"Meergezinswoningen totaal";"2021";"    1471"
"Druten";"Eengezinswoningen totaal";"2021";"    6731"
"Druten";"Vrijstaande woning";"2021";"    1761"
"Druten";"2-onder-1-kapwoning";"2021";"    1169"
"Druten";"Hoekwoning";"2021";"    1518"
"Druten";"Tussenwoning";"2021";"    2261"
"Druten";"Onbekend woningtype eengezinswoning";"2021";"      22"
"Duiven";"Totaal woningen";"2021";"   10760"
"Duiven";"Meergezinswoningen totaal";"2021";"    1448"
"Duiven";"Eengezinswoningen totaal";"2021";"    9312"
"Duiven";"Vrijstaande woning";"2021";"    1439"
"Duiven";"2-onder-1-kapwoning";"2021";"    1118"
"Duiven";"Hoekwoning";"2021";"    2030"
"Duiven";"Tussenwoning";"2021";"    4725"
"Duiven";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Echt-Susteren";"Totaal woningen";"2021";"   14713"
"Echt-Susteren";"Meergezinswoningen totaal";"2021";"    2307"
"Echt-Susteren";"Eengezinswoningen totaal";"2021";"   12406"
"Echt-Susteren";"Vrijstaande woning";"2021";"    4108"
"Echt-Susteren";"2-onder-1-kapwoning";"2021";"    2795"
"Echt-Susteren";"Hoekwoning";"2021";"    2146"
"Echt-Susteren";"Tussenwoning";"2021";"    3357"
"Echt-Susteren";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Edam-Volendam";"Totaal woningen";"2021";"   15432"
"Edam-Volendam";"Meergezinswoningen totaal";"2021";"    2065"
"Edam-Volendam";"Eengezinswoningen totaal";"2021";"   13367"
"Edam-Volendam";"Vrijstaande woning";"2021";"    1665"
"Edam-Volendam";"2-onder-1-kapwoning";"2021";"     850"
"Edam-Volendam";"Hoekwoning";"2021";"    3264"
"Edam-Volendam";"Tussenwoning";"2021";"    7587"
"Edam-Volendam";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Ede";"Totaal woningen";"2021";"   50056"
"Ede";"Meergezinswoningen totaal";"2021";"   15820"
"Ede";"Eengezinswoningen totaal";"2021";"   34236"
"Ede";"Vrijstaande woning";"2021";"    8716"
"Ede";"2-onder-1-kapwoning";"2021";"    4833"
"Ede";"Hoekwoning";"2021";"    6199"
"Ede";"Tussenwoning";"2021";"   14486"
"Ede";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Eemnes";"Totaal woningen";"2021";"    4091"
"Eemnes";"Meergezinswoningen totaal";"2021";"     439"
"Eemnes";"Eengezinswoningen totaal";"2021";"    3652"
"Eemnes";"Vrijstaande woning";"2021";"     422"
"Eemnes";"2-onder-1-kapwoning";"2021";"     415"
"Eemnes";"Hoekwoning";"2021";"     889"
"Eemnes";"Tussenwoning";"2021";"    1926"
"Eemnes";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Eemsdelta";"Totaal woningen";"2021";"   23083"
"Eemsdelta";"Meergezinswoningen totaal";"2021";"    4809"
"Eemsdelta";"Eengezinswoningen totaal";"2021";"   18274"
"Eemsdelta";"Vrijstaande woning";"2021";"    7184"
"Eemsdelta";"2-onder-1-kapwoning";"2021";"    3642"
"Eemsdelta";"Hoekwoning";"2021";"    2681"
"Eemsdelta";"Tussenwoning";"2021";"    4765"
"Eemsdelta";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Eersel";"Totaal woningen";"2021";"    8511"
"Eersel";"Meergezinswoningen totaal";"2021";"    1474"
"Eersel";"Eengezinswoningen totaal";"2021";"    7037"
"Eersel";"Vrijstaande woning";"2021";"    2769"
"Eersel";"2-onder-1-kapwoning";"2021";"    1429"
"Eersel";"Hoekwoning";"2021";"    1195"
"Eersel";"Tussenwoning";"2021";"    1640"
"Eersel";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Eijsden-Margraten";"Totaal woningen";"2021";"   11367"
"Eijsden-Margraten";"Meergezinswoningen totaal";"2021";"    1735"
"Eijsden-Margraten";"Eengezinswoningen totaal";"2021";"    9632"
"Eijsden-Margraten";"Vrijstaande woning";"2021";"    2792"
"Eijsden-Margraten";"2-onder-1-kapwoning";"2021";"    2262"
"Eijsden-Margraten";"Hoekwoning";"2021";"    1635"
"Eijsden-Margraten";"Tussenwoning";"2021";"    2939"
"Eijsden-Margraten";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Eindhoven";"Totaal woningen";"2021";"  114398"
"Eindhoven";"Meergezinswoningen totaal";"2021";"   45042"
"Eindhoven";"Eengezinswoningen totaal";"2021";"   69356"
"Eindhoven";"Vrijstaande woning";"2021";"    4389"
"Eindhoven";"2-onder-1-kapwoning";"2021";"    2690"
"Eindhoven";"Hoekwoning";"2021";"   15099"
"Eindhoven";"Tussenwoning";"2021";"   47164"
"Eindhoven";"Onbekend woningtype eengezinswoning";"2021";"      14"
"Elburg";"Totaal woningen";"2021";"    9595"
"Elburg";"Meergezinswoningen totaal";"2021";"    1474"
"Elburg";"Eengezinswoningen totaal";"2021";"    8121"
"Elburg";"Vrijstaande woning";"2021";"    1838"
"Elburg";"2-onder-1-kapwoning";"2021";"    1162"
"Elburg";"Hoekwoning";"2021";"    1754"
"Elburg";"Tussenwoning";"2021";"    3337"
"Elburg";"Onbekend woningtype eengezinswoning";"2021";"      30"
"Emmen";"Totaal woningen";"2021";"   49528"
"Emmen";"Meergezinswoningen totaal";"2021";"    9953"
"Emmen";"Eengezinswoningen totaal";"2021";"   39575"
"Emmen";"Vrijstaande woning";"2021";"   12224"
"Emmen";"2-onder-1-kapwoning";"2021";"    8338"
"Emmen";"Hoekwoning";"2021";"    6462"
"Emmen";"Tussenwoning";"2021";"   12535"
"Emmen";"Onbekend woningtype eengezinswoning";"2021";"      16"
"Enkhuizen";"Totaal woningen";"2021";"    8880"
"Enkhuizen";"Meergezinswoningen totaal";"2021";"    2350"
"Enkhuizen";"Eengezinswoningen totaal";"2021";"    6530"
"Enkhuizen";"Vrijstaande woning";"2021";"     741"
"Enkhuizen";"2-onder-1-kapwoning";"2021";"     754"
"Enkhuizen";"Hoekwoning";"2021";"    1635"
"Enkhuizen";"Tussenwoning";"2021";"    3382"
"Enkhuizen";"Onbekend woningtype eengezinswoning";"2021";"      18"
"Enschede";"Totaal woningen";"2021";"   75925"
"Enschede";"Meergezinswoningen totaal";"2021";"   27829"
"Enschede";"Eengezinswoningen totaal";"2021";"   48096"
"Enschede";"Vrijstaande woning";"2021";"    6263"
"Enschede";"2-onder-1-kapwoning";"2021";"    9539"
"Enschede";"Hoekwoning";"2021";"   11296"
"Enschede";"Tussenwoning";"2021";"   20969"
"Enschede";"Onbekend woningtype eengezinswoning";"2021";"      29"
"Epe";"Totaal woningen";"2021";"   14697"
"Epe";"Meergezinswoningen totaal";"2021";"    3107"
"Epe";"Eengezinswoningen totaal";"2021";"   11590"
"Epe";"Vrijstaande woning";"2021";"    4638"
"Epe";"2-onder-1-kapwoning";"2021";"    1403"
"Epe";"Hoekwoning";"2021";"    1959"
"Epe";"Tussenwoning";"2021";"    3590"
"Epe";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Ermelo";"Totaal woningen";"2021";"   11360"
"Ermelo";"Meergezinswoningen totaal";"2021";"    2675"
"Ermelo";"Eengezinswoningen totaal";"2021";"    8685"
"Ermelo";"Vrijstaande woning";"2021";"    2621"
"Ermelo";"2-onder-1-kapwoning";"2021";"    1355"
"Ermelo";"Hoekwoning";"2021";"    1736"
"Ermelo";"Tussenwoning";"2021";"    2973"
"Ermelo";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Etten-Leur";"Totaal woningen";"2021";"   19154"
"Etten-Leur";"Meergezinswoningen totaal";"2021";"    3567"
"Etten-Leur";"Eengezinswoningen totaal";"2021";"   15587"
"Etten-Leur";"Vrijstaande woning";"2021";"    2574"
"Etten-Leur";"2-onder-1-kapwoning";"2021";"    1095"
"Etten-Leur";"Hoekwoning";"2021";"    3371"
"Etten-Leur";"Tussenwoning";"2021";"    8544"
"Etten-Leur";"Onbekend woningtype eengezinswoning";"2021";"       3"
"De Fryske Marren";"Totaal woningen";"2021";"   23460"
"De Fryske Marren";"Meergezinswoningen totaal";"2021";"    2211"
"De Fryske Marren";"Eengezinswoningen totaal";"2021";"   21249"
"De Fryske Marren";"Vrijstaande woning";"2021";"    8818"
"De Fryske Marren";"2-onder-1-kapwoning";"2021";"    5199"
"De Fryske Marren";"Hoekwoning";"2021";"    3122"
"De Fryske Marren";"Tussenwoning";"2021";"    4110"
"De Fryske Marren";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Geertruidenberg";"Totaal woningen";"2021";"    9648"
"Geertruidenberg";"Meergezinswoningen totaal";"2021";"    1911"
"Geertruidenberg";"Eengezinswoningen totaal";"2021";"    7737"
"Geertruidenberg";"Vrijstaande woning";"2021";"    1123"
"Geertruidenberg";"2-onder-1-kapwoning";"2021";"     995"
"Geertruidenberg";"Hoekwoning";"2021";"    1895"
"Geertruidenberg";"Tussenwoning";"2021";"    3723"
"Geertruidenberg";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Geldrop-Mierlo";"Totaal woningen";"2021";"   18078"
"Geldrop-Mierlo";"Meergezinswoningen totaal";"2021";"    3835"
"Geldrop-Mierlo";"Eengezinswoningen totaal";"2021";"   14243"
"Geldrop-Mierlo";"Vrijstaande woning";"2021";"    2294"
"Geldrop-Mierlo";"2-onder-1-kapwoning";"2021";"    1436"
"Geldrop-Mierlo";"Hoekwoning";"2021";"    3073"
"Geldrop-Mierlo";"Tussenwoning";"2021";"    7440"
"Geldrop-Mierlo";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Gemert-Bakel";"Totaal woningen";"2021";"   12649"
"Gemert-Bakel";"Meergezinswoningen totaal";"2021";"    1820"
"Gemert-Bakel";"Eengezinswoningen totaal";"2021";"   10829"
"Gemert-Bakel";"Vrijstaande woning";"2021";"    3607"
"Gemert-Bakel";"2-onder-1-kapwoning";"2021";"    2517"
"Gemert-Bakel";"Hoekwoning";"2021";"    2032"
"Gemert-Bakel";"Tussenwoning";"2021";"    2673"
"Gemert-Bakel";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Gennep";"Totaal woningen";"2021";"    7490"
"Gennep";"Meergezinswoningen totaal";"2021";"     908"
"Gennep";"Eengezinswoningen totaal";"2021";"    6582"
"Gennep";"Vrijstaande woning";"2021";"    2104"
"Gennep";"2-onder-1-kapwoning";"2021";"    1425"
"Gennep";"Hoekwoning";"2021";"    1084"
"Gennep";"Tussenwoning";"2021";"    1969"
"Gennep";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Gilze en Rijen";"Totaal woningen";"2021";"   11392"
"Gilze en Rijen";"Meergezinswoningen totaal";"2021";"    1690"
"Gilze en Rijen";"Eengezinswoningen totaal";"2021";"    9702"
"Gilze en Rijen";"Vrijstaande woning";"2021";"    2084"
"Gilze en Rijen";"2-onder-1-kapwoning";"2021";"    1387"
"Gilze en Rijen";"Hoekwoning";"2021";"    2179"
"Gilze en Rijen";"Tussenwoning";"2021";"    4048"
"Gilze en Rijen";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Goeree-Overflakkee";"Totaal woningen";"2021";"   22098"
"Goeree-Overflakkee";"Meergezinswoningen totaal";"2021";"    3058"
"Goeree-Overflakkee";"Eengezinswoningen totaal";"2021";"   19040"
"Goeree-Overflakkee";"Vrijstaande woning";"2021";"    4982"
"Goeree-Overflakkee";"2-onder-1-kapwoning";"2021";"    3066"
"Goeree-Overflakkee";"Hoekwoning";"2021";"    3848"
"Goeree-Overflakkee";"Tussenwoning";"2021";"    7133"
"Goeree-Overflakkee";"Onbekend woningtype eengezinswoning";"2021";"      11"
"Goes";"Totaal woningen";"2021";"   18633"
"Goes";"Meergezinswoningen totaal";"2021";"    4774"
"Goes";"Eengezinswoningen totaal";"2021";"   13859"
"Goes";"Vrijstaande woning";"2021";"    3013"
"Goes";"2-onder-1-kapwoning";"2021";"    2090"
"Goes";"Hoekwoning";"2021";"    3012"
"Goes";"Tussenwoning";"2021";"    5736"
"Goes";"Onbekend woningtype eengezinswoning";"2021";"       8"
"Goirle";"Totaal woningen";"2021";"   10423"
"Goirle";"Meergezinswoningen totaal";"2021";"    1694"
"Goirle";"Eengezinswoningen totaal";"2021";"    8729"
"Goirle";"Vrijstaande woning";"2021";"    1529"
"Goirle";"2-onder-1-kapwoning";"2021";"    1301"
"Goirle";"Hoekwoning";"2021";"    1975"
"Goirle";"Tussenwoning";"2021";"    3924"
"Goirle";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Gooise Meren";"Totaal woningen";"2021";"   26896"
"Gooise Meren";"Meergezinswoningen totaal";"2021";"    8625"
"Gooise Meren";"Eengezinswoningen totaal";"2021";"   18271"
"Gooise Meren";"Vrijstaande woning";"2021";"    1480"
"Gooise Meren";"2-onder-1-kapwoning";"2021";"    3470"
"Gooise Meren";"Hoekwoning";"2021";"    4464"
"Gooise Meren";"Tussenwoning";"2021";"    8851"
"Gooise Meren";"Onbekend woningtype eengezinswoning";"2021";"       6"
"Gorinchem";"Totaal woningen";"2021";"   17288"
"Gorinchem";"Meergezinswoningen totaal";"2021";"    7492"
"Gorinchem";"Eengezinswoningen totaal";"2021";"    9796"
"Gorinchem";"Vrijstaande woning";"2021";"     852"
"Gorinchem";"2-onder-1-kapwoning";"2021";"     828"
"Gorinchem";"Hoekwoning";"2021";"    2286"
"Gorinchem";"Tussenwoning";"2021";"    5826"
"Gorinchem";"Onbekend woningtype eengezinswoning";"2021";"       4"
"Gouda";"Totaal woningen";"2021";"   33725"
"Gouda";"Meergezinswoningen totaal";"2021";"   13951"
"Gouda";"Eengezinswoningen totaal";"2021";"   19774"
"Gouda";"Vrijstaande woning";"2021";"     560"
"Gouda";"2-onder-1-kapwoning";"2021";"     787"
"Gouda";"Hoekwoning";"2021";"    4294"
"Gouda";"Tussenwoning";"2021";"   14113"
"Gouda";"Onbekend woningtype eengezinswoning";"2021";"      20"
"Grave";"Totaal woningen";"2021";"    5492"
"Grave";"Meergezinswoningen totaal";"2021";"    1070"
"Grave";"Eengezinswoningen totaal";"2021";"    4422"
"Grave";"Vrijstaande woning";"2021";"     945"
"Grave";"2-onder-1-kapwoning";"2021";"     648"
"Grave";"Hoekwoning";"2021";"     994"
"Grave";"Tussenwoning";"2021";"    1835"
"Grave";"Onbekend woningtype eengezinswoning";"2021";"       0"
"'s-Gravenhage (gemeente)";"Totaal woningen";"2021";"  265959"
"'s-Gravenhage (gemeente)";"Meergezinswoningen totaal";"2021";"  209652"
"'s-Gravenhage (gemeente)";"Eengezinswoningen totaal";"2021";"   56307"
"'s-Gravenhage (gemeente)";"Vrijstaande woning";"2021";"    2313"
"'s-Gravenhage (gemeente)";"2-onder-1-kapwoning";"2021";"    3063"
"'s-Gravenhage (gemeente)";"Hoekwoning";"2021";"    9259"
"'s-Gravenhage (gemeente)";"Tussenwoning";"2021";"   41662"
"'s-Gravenhage (gemeente)";"Onbekend woningtype eengezinswoning";"2021";"      10"
"Groningen (gemeente)";"Totaal woningen";"2021";"  118922"
"Groningen (gemeente)";"Meergezinswoningen totaal";"2021";"   71715"
"Groningen (gemeente)";"Eengezinswoningen totaal";"2021";"   47207"
"Groningen (gemeente)";"Vrijstaande woning";"2021";"    6256"
"Groningen (gemeente)";"2-onder-1-kapwoning";"2021";"    6276"
"Groningen (gemeente)";"Hoekwoning";"2021";"    8737"
"Groningen (gemeente)";"Tussenwoning";"2021";"   25929"
"Groningen (gemeente)";"Onbekend woningtype eengezinswoning";"2021";"       9"
"Gulpen-Wittem";"Totaal woningen";"2021";"    6880"
"Gulpen-Wittem";"Meergezinswoningen totaal";"2021";"    1462"
"Gulpen-Wittem";"Eengezinswoningen totaal";"2021";"    5418"
"Gulpen-Wittem";"Vrijstaande woning";"2021";"    1792"
"Gulpen-Wittem";"2-onder-1-kapwoning";"2021";"    1427"
"Gulpen-Wittem";"Hoekwoning";"2021";"     913"
"Gulpen-Wittem";"Tussenwoning";"2021";"    1285"
"Gulpen-Wittem";"Onbekend woningtype eengezinswoning";"2021";"       1"
"Haaksbergen";"Totaal woningen";"2021";"   10571"
"Haaksbergen";"Meergezinswoningen totaal";"2021";"    1784"
"Haaksbergen";"Eengezinswoningen totaal";"2021";"    8787"
"Haaksbergen";"Vrijstaande woning";"2021";"    2470"
"Haaksbergen";"2-onder-1-kapwoning";"2021";"    2213"
"Haaksbergen";"Hoekwoning";"2021";"    1685"
"Haaksbergen";"Tussenwoning";"2021";"    2419"
"Haaksbergen";"Onbekend woningtype eengezinswoning";"2021";"       0"
"Haarlem";"Totaal woningen";"2021";"   77201"
"Haarlem";"Meergezinswoningen totaal";"2021";"   38669"
"Haarlem";"Eengezinswoningen totaal";"2021";"   38532"
"Haarlem";"Vrijstaande woning";"2021";"     621"
"Haarlem";"2-onder-1-kapwoning";"2021";"     878"
"Haarlem";"Hoekwoning";"2021";"    6512"
"Haarlem";"Tussenwoning";"2021";"   30512"
"Haarlem";"Onbekend woningtype eengezinswoning";"2021";"       9"
"Haarlemmermeer";"Totaal woningen";"2021";"   65214"
"Haarlemmermeer";"Meergezinswoningen totaal";"2021";"   16471"
"Haarlemmermeer";"Eengezinswoningen totaal";"2021";"   48743"
"Haarlemmermeer";"Vrijstaande woning";"2021";"    4970"
"Haarlemmermeer";"2-onder-1-kapwoning";"2021";"    4750"
"Haarlemmermeer";"Hoekwoning";"2021";"   10113"
"Haarlemmermeer";"Tussenwoning";"2021";"   28903"
"Haarlemmermeer";"Onbekend woningtype eengezinswoning";"2021";"       7"
"Halderberge";"Totaal woningen";"2021";"   13488"
"Halderberge";"Meergezinswoningen totaal";"2021";"    1741"
"Halderberge";"Eengezinswoningen totaal";"2021";"   11747"
"Halderberge";"Vrijstaande woning";"2021";"    3857"
"Halderberge";"2-onder-1-kapwoning";"2021";"    1717"
"Halderberge";"Hoekwoning";"2021";"    2206"
"Halderberge";"Tussenwoning";"2021";"    3965"
"Halderberge";"Onbekend woningtype eengezinswoning";"2021";"       2"
"Hardenberg";"Totaal woningen";"2021";"   25177"
"Hardenberg";"Meergezinswoningen totaal";"2021";"    3709"
"Hardenberg";"Eengezinswoningen totaal";"2021";"   21468"
